Unnamed: 0,game_id,season,home_team,away_team,week,season_type,team.x,team.y,url
2319,2017_13_KC_NYJ,2017,NYJ,KC,13,REG,jets,chiefs,https://www.nfl.com/plus/games/chiefs-at-jets-2017-reg-13/
2537,2018_09_TEN_DAL,2018,DAL,TEN,9,REG,cowboys,titans,https://www.nfl.com/plus/games/titans-at-cowboys-2018-reg-9/
2562,2018_11_PIT_JAX,2018,JAX,PIT,11,REG,jaguars,steelers,https://www.nfl.com/plus/games/steelers-at-jaguars-2018-reg-11/
3663,2022_13_MIA_SF,2022,SF,MIA,13,REG,49ers,dolphins,https://www.nfl.com/plus/games/dolphins-at-49ers-2022-reg-13/
3780,2023_02_KC_JAX,2023,JAX,KC,2,REG,jaguars,chiefs,https://www.nfl.com/plus/games/chiefs-at-jaguars-2023-reg-2/
2105,2016_16_SD_CLE,2016,CLE,LAC,16,REG,browns,chargers,https://www.nfl.com/plus/games/chargers-at-browns-2016-reg-16/
910,2012_08_MIA_NYJ,2012,NYJ,MIA,8,REG,jets,dolphins,https://www.nfl.com/plus/games/dolphins-at-jets-2012-reg-8/
3908,2023_10_WAS_SEA,2023,SEA,WAS,10,REG,seahawks,commanders,https://www.nfl.com/plus/games/commanders-at-seahawks-2023-reg-10/
3431,2021_16_TB_CAR,2021,CAR,TB,16,REG,panthers,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-panthers-2021-reg-16/
1112,2013_03_NYG_CAR,2013,CAR,NYG,3,REG,panthers,giants,https://www.nfl.com/plus/games/giants-at-panthers-2013-reg-3/
53,2009_04_DET_CHI,2009,CHI,DET,4,REG,bears,lions,https://www.nfl.com/plus/games/lions-at-bears-2009-reg-4/
2811,2019_10_DET_CHI,2019,CHI,DET,10,REG,bears,lions,https://www.nfl.com/plus/games/lions-at-bears-2019-reg-10/
63,2009_05_ATL_SF,2009,SF,ATL,5,REG,49ers,falcons,https://www.nfl.com/plus/games/falcons-at-49ers-2009-reg-5/
2703,2019_03_ATL_IND,2019,IND,ATL,3,REG,colts,falcons,https://www.nfl.com/plus/games/falcons-at-colts-2019-reg-3/
1309,2013_17_BAL_CIN,2013,CIN,BAL,17,REG,bengals,ravens,https://www.nfl.com/plus/games/ravens-at-bengals-2013-reg-17/
3119,2020_13_DEN_KC,2020,KC,DEN,13,REG,chiefs,broncos,https://www.nfl.com/plus/games/broncos-at-chiefs-2020-reg-13/
2150,2017_01_PIT_CLE,2017,CLE,PIT,1,REG,browns,steelers,https://www.nfl.com/plus/games/steelers-at-browns-2017-reg-1/
926,2012_09_DEN_CIN,2012,CIN,DEN,9,REG,bengals,broncos,https://www.nfl.com/plus/games/broncos-at-bengals-2012-reg-9/
3688,2022_15_DET_NYJ,2022,NYJ,DET,15,REG,jets,lions,https://www.nfl.com/plus/games/lions-at-jets-2022-reg-15/
3704,2022_16_GB_MIA,2022,MIA,GB,16,REG,dolphins,packers,https://www.nfl.com/plus/games/packers-at-dolphins-2022-reg-16/
2083,2016_15_JAX_HOU,2016,HOU,JAX,15,REG,texans,jaguars,https://www.nfl.com/plus/games/jaguars-at-texans-2016-reg-15/
768,2011_16_NYG_NYJ,2011,NYJ,NYG,16,REG,jets,giants,https://www.nfl.com/plus/games/giants-at-jets-2011-reg-16/
3384,2021_13_NE_BUF,2021,BUF,NE,13,REG,bills,patriots,https://www.nfl.com/plus/games/patriots-at-bills-2021-reg-13/
1002,2012_14_KC_CLE,2012,CLE,KC,14,REG,browns,chiefs,https://www.nfl.com/plus/games/chiefs-at-browns-2012-reg-14/
1325,2013_18_KC_IND,2013,IND,KC,1,POST,colts,chiefs,https://www.nfl.com/plus/games/chiefs-at-colts-2013-post-1/
2834,2019_12_CAR_NO,2019,NO,CAR,12,REG,saints,panthers,https://www.nfl.com/plus/games/panthers-at-saints-2019-reg-12/
1296,2013_16_CLE_NYJ,2013,NYJ,CLE,16,REG,jets,browns,https://www.nfl.com/plus/games/browns-at-jets-2013-reg-16/
237,2009_16_SD_TEN,2009,TEN,LAC,16,REG,titans,chargers,https://www.nfl.com/plus/games/chargers-at-titans-2009-reg-16/
2557,2018_11_HOU_WAS,2018,WAS,HOU,11,REG,redskins,texans,https://www.nfl.com/plus/games/texans-at-redskins-2018-reg-11/
3841,2023_06_DEN_KC,2023,KC,DEN,6,REG,chiefs,broncos,https://www.nfl.com/plus/games/broncos-at-chiefs-2023-reg-6/
3279,2021_05_PHI_CAR,2021,CAR,PHI,5,REG,panthers,eagles,https://www.nfl.com/plus/games/eagles-at-panthers-2021-reg-5/
2765,2019_07_HOU_IND,2019,IND,HOU,7,REG,colts,texans,https://www.nfl.com/plus/games/texans-at-colts-2019-reg-7/
1918,2016_04_BUF_NE,2016,NE,BUF,4,REG,patriots,bills,https://www.nfl.com/plus/games/bills-at-patriots-2016-reg-4/
2356,2017_15_MIA_BUF,2017,BUF,MIA,15,REG,bills,dolphins,https://www.nfl.com/plus/games/dolphins-at-bills-2017-reg-15/
3357,2021_11_NE_ATL,2021,ATL,NE,11,REG,falcons,patriots,https://www.nfl.com/plus/games/patriots-at-falcons-2021-reg-11/
3831,2023_05_KC_MIN,2023,MIN,KC,5,REG,vikings,chiefs,https://www.nfl.com/plus/games/chiefs-at-vikings-2023-reg-5/
1512,2014_13_ARI_ATL,2014,ATL,ARI,13,REG,falcons,cardinals,https://www.nfl.com/plus/games/cardinals-at-falcons-2014-reg-13/
599,2011_05_ARI_MIN,2011,MIN,ARI,5,REG,vikings,cardinals,https://www.nfl.com/plus/games/cardinals-at-vikings-2011-reg-5/
1886,2016_02_ATL_OAK,2016,LV,ATL,2,REG,raiders,falcons,https://www.nfl.com/plus/games/falcons-at-raiders-2016-reg-2/
627,2011_07_CHI_TB,2011,TB,CHI,7,REG,buccaneers,bears,https://www.nfl.com/plus/games/bears-at-buccaneers-2011-reg-7/
1961,2016_06_SF_BUF,2016,BUF,SF,6,REG,bills,49ers,https://www.nfl.com/plus/games/49ers-at-bills-2016-reg-6/
3139,2020_14_MIN_TB,2020,TB,MIN,14,REG,buccaneers,vikings,https://www.nfl.com/plus/games/vikings-at-buccaneers-2020-reg-14/
3819,2023_04_PIT_HOU,2023,HOU,PIT,4,REG,texans,steelers,https://www.nfl.com/plus/games/steelers-at-texans-2023-reg-4/
3823,2023_05_BAL_PIT,2023,PIT,BAL,5,REG,steelers,ravens,https://www.nfl.com/plus/games/ravens-at-steelers-2023-reg-5/
888,2012_06_NE_SEA,2012,SEA,NE,6,REG,seahawks,patriots,https://www.nfl.com/plus/games/patriots-at-seahawks-2012-reg-6/
3793,2023_03_CAR_SEA,2023,SEA,CAR,3,REG,seahawks,panthers,https://www.nfl.com/plus/games/panthers-at-seahawks-2023-reg-3/
403,2010_10_HOU_JAX,2010,JAX,HOU,10,REG,jaguars,texans,https://www.nfl.com/plus/games/texans-at-jaguars-2010-reg-10/
3148,2020_15_CHI_MIN,2020,MIN,CHI,15,REG,vikings,bears,https://www.nfl.com/plus/games/bears-at-vikings-2020-reg-15/
3809,2023_04_BAL_CLE,2023,CLE,BAL,4,REG,browns,ravens,https://www.nfl.com/plus/games/ravens-at-browns-2023-reg-4/
3160,2020_15_SF_DAL,2020,DAL,SF,15,REG,cowboys,49ers,https://www.nfl.com/plus/games/49ers-at-cowboys-2020-reg-15/
3653,2022_12_PIT_IND,2022,IND,PIT,12,REG,colts,steelers,https://www.nfl.com/plus/games/steelers-at-colts-2022-reg-12/
1442,2014_08_BAL_CIN,2014,CIN,BAL,8,REG,bengals,ravens,https://www.nfl.com/plus/games/ravens-at-bengals-2014-reg-8/
549,2011_01_SEA_SF,2011,SF,SEA,1,REG,49ers,seahawks,https://www.nfl.com/plus/games/seahawks-at-49ers-2011-reg-1/
935,2012_10_BUF_NE,2012,NE,BUF,10,REG,patriots,bills,https://www.nfl.com/plus/games/bills-at-patriots-2012-reg-10/
280,2010_01_MIN_NO,2010,NO,MIN,1,REG,saints,vikings,https://www.nfl.com/plus/games/vikings-at-saints-2010-reg-1/
3205,2020_20_TB_GB,2020,GB,TB,3,POST,packers,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-packers-2020-post-3/
472,2010_14_PHI_DAL,2010,DAL,PHI,14,REG,cowboys,eagles,https://www.nfl.com/plus/games/eagles-at-cowboys-2010-reg-14/
2835,2019_12_DAL_NE,2019,NE,DAL,12,REG,patriots,cowboys,https://www.nfl.com/plus/games/cowboys-at-patriots-2019-reg-12/
3888,2023_09_MIA_KC,2023,KC,MIA,9,REG,chiefs,dolphins,https://www.nfl.com/plus/games/dolphins-at-chiefs-2023-reg-9/
43,2009_03_NO_BUF,2009,BUF,NO,3,REG,bills,saints,https://www.nfl.com/plus/games/saints-at-bills-2009-reg-3/
292,2010_02_NE_NYJ,2010,NYJ,NE,2,REG,jets,patriots,https://www.nfl.com/plus/games/patriots-at-jets-2010-reg-2/
3403,2021_15_ATL_SF,2021,SF,ATL,15,REG,49ers,falcons,https://www.nfl.com/plus/games/falcons-at-49ers-2021-reg-15/
2104,2016_16_NYJ_NE,2016,NE,NYJ,16,REG,patriots,jets,https://www.nfl.com/plus/games/jets-at-patriots-2016-reg-16/
990,2012_13_PIT_BAL,2012,BAL,PIT,13,REG,ravens,steelers,https://www.nfl.com/plus/games/steelers-at-ravens-2012-reg-13/
1772,2015_12_NYG_WAS,2015,WAS,NYG,12,REG,redskins,giants,https://www.nfl.com/plus/games/giants-at-redskins-2015-reg-12/
3343,2021_10_LA_SF,2021,SF,LA,10,REG,49ers,rams,https://www.nfl.com/plus/games/rams-at-49ers-2021-reg-10/
702,2011_12_HOU_JAX,2011,JAX,HOU,12,REG,jaguars,texans,https://www.nfl.com/plus/games/texans-at-jaguars-2011-reg-12/
2542,2018_10_DAL_PHI,2018,PHI,DAL,10,REG,eagles,cowboys,https://www.nfl.com/plus/games/cowboys-at-eagles-2018-reg-10/
2525,2018_09_ATL_WAS,2018,WAS,ATL,9,REG,redskins,falcons,https://www.nfl.com/plus/games/falcons-at-redskins-2018-reg-9/
1756,2015_11_NYJ_HOU,2015,HOU,NYJ,11,REG,texans,jets,https://www.nfl.com/plus/games/jets-at-texans-2015-reg-11/
3943,2023_13_CLE_LA,2023,LA,CLE,13,REG,rams,browns,https://www.nfl.com/plus/games/browns-at-rams-2023-reg-13/
3405,2021_15_CIN_DEN,2021,DEN,CIN,15,REG,broncos,bengals,https://www.nfl.com/plus/games/bengals-at-broncos-2021-reg-15/
3000,2020_04_SEA_MIA,2020,MIA,SEA,4,REG,dolphins,seahawks,https://www.nfl.com/plus/games/seahawks-at-dolphins-2020-reg-4/
1114,2013_03_SD_TEN,2013,TEN,LAC,3,REG,titans,chargers,https://www.nfl.com/plus/games/chargers-at-titans-2013-reg-3/
3965,2023_14_TB_ATL,2023,ATL,TB,14,REG,falcons,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-falcons-2023-reg-14/
1751,2015_11_DAL_MIA,2015,MIA,DAL,11,REG,dolphins,cowboys,https://www.nfl.com/plus/games/cowboys-at-dolphins-2015-reg-11/
2227,2017_06_TB_ARI,2017,ARI,TB,6,REG,cardinals,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-cardinals-2017-reg-6/
3401,2021_14_SF_CIN,2021,CIN,SF,14,REG,bengals,49ers,https://www.nfl.com/plus/games/49ers-at-bengals-2021-reg-14/
3768,2023_01_LA_SEA,2023,SEA,LA,1,REG,seahawks,rams,https://www.nfl.com/plus/games/rams-at-seahawks-2023-reg-1/
788,2011_17_TB_ATL,2011,ATL,TB,17,REG,falcons,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-falcons-2011-reg-17/
581,2011_03_SF_CIN,2011,CIN,SF,3,REG,bengals,49ers,https://www.nfl.com/plus/games/49ers-at-bengals-2011-reg-3/
495,2010_16_DET_MIA,2010,MIA,DET,16,REG,dolphins,lions,https://www.nfl.com/plus/games/lions-at-dolphins-2010-reg-16/
1247,2013_13_CHI_MIN,2013,MIN,CHI,13,REG,vikings,bears,https://www.nfl.com/plus/games/bears-at-vikings-2013-reg-13/
1935,2016_05_BUF_LA,2016,LA,BUF,5,REG,rams,bills,https://www.nfl.com/plus/games/bills-at-rams-2016-reg-5/
2596,2018_14_ATL_GB,2018,GB,ATL,14,REG,packers,falcons,https://www.nfl.com/plus/games/falcons-at-packers-2018-reg-14/
2295,2017_11_TEN_PIT,2017,PIT,TEN,11,REG,steelers,titans,https://www.nfl.com/plus/games/titans-at-steelers-2017-reg-11/
3527,2022_04_DEN_LV,2022,LV,DEN,4,REG,raiders,broncos,https://www.nfl.com/plus/games/broncos-at-raiders-2022-reg-4/
3922,2023_11_TEN_JAX,2023,JAX,TEN,11,REG,jaguars,titans,https://www.nfl.com/plus/games/titans-at-jaguars-2023-reg-11/
922,2012_09_BUF_HOU,2012,HOU,BUF,9,REG,texans,bills,https://www.nfl.com/plus/games/bills-at-texans-2012-reg-9/
3783,2023_02_MIA_NE,2023,NE,MIA,2,REG,patriots,dolphins,https://www.nfl.com/plus/games/dolphins-at-patriots-2023-reg-2/
3031,2020_07_CHI_LA,2020,LA,CHI,7,REG,rams,bears,https://www.nfl.com/plus/games/bears-at-rams-2020-reg-7/
2488,2018_06_JAX_DAL,2018,DAL,JAX,6,REG,cowboys,jaguars,https://www.nfl.com/plus/games/jaguars-at-cowboys-2018-reg-6/
3948,2023_13_LAC_NE,2023,NE,LAC,13,REG,patriots,chargers,https://www.nfl.com/plus/games/chargers-at-patriots-2023-reg-13/
290,2010_02_KC_CLE,2010,CLE,KC,2,REG,browns,chiefs,https://www.nfl.com/plus/games/chiefs-at-browns-2010-reg-2/
3070,2020_09_SEA_BUF,2020,BUF,SEA,9,REG,bills,seahawks,https://www.nfl.com/plus/games/seahawks-at-bills-2020-reg-9/
3522,2022_03_SF_DEN,2022,DEN,SF,3,REG,broncos,49ers,https://www.nfl.com/plus/games/49ers-at-broncos-2022-reg-3/
425,2010_11_SEA_NO,2010,NO,SEA,11,REG,saints,seahawks,https://www.nfl.com/plus/games/seahawks-at-saints-2010-reg-11/
2746,2019_05_NE_WAS,2019,WAS,NE,5,REG,redskins,patriots,https://www.nfl.com/plus/games/patriots-at-redskins-2019-reg-5/
1046,2012_17_CLE_PIT,2012,PIT,CLE,17,REG,steelers,browns,https://www.nfl.com/plus/games/browns-at-steelers-2012-reg-17/
300,2010_03_ATL_NO,2010,NO,ATL,3,REG,saints,falcons,https://www.nfl.com/plus/games/falcons-at-saints-2010-reg-3/
1661,2015_04_NYG_BUF,2015,BUF,NYG,4,REG,bills,giants,https://www.nfl.com/plus/games/giants-at-bills-2015-reg-4/
1729,2015_09_NYG_TB,2015,TB,NYG,9,REG,buccaneers,giants,https://www.nfl.com/plus/games/giants-at-buccaneers-2015-reg-9/
1565,2014_16_DET_CHI,2014,CHI,DET,16,REG,bears,lions,https://www.nfl.com/plus/games/lions-at-bears-2014-reg-16/
3795,2023_03_DAL_ARI,2023,ARI,DAL,3,REG,cardinals,cowboys,https://www.nfl.com/plus/games/cowboys-at-cardinals-2023-reg-3/
3603,2022_09_LAC_ATL,2022,ATL,LAC,9,REG,falcons,chargers,https://www.nfl.com/plus/games/chargers-at-falcons-2022-reg-9/
2522,2018_08_SF_ARI,2018,ARI,SF,8,REG,cardinals,49ers,https://www.nfl.com/plus/games/49ers-at-cardinals-2018-reg-8/
3642,2022_12_CHI_NYJ,2022,NYJ,CHI,12,REG,jets,bears,https://www.nfl.com/plus/games/bears-at-jets-2022-reg-12/
3234,2021_02_NO_CAR,2021,CAR,NO,2,REG,panthers,saints,https://www.nfl.com/plus/games/saints-at-panthers-2021-reg-2/
1158,2013_06_STL_HOU,2013,HOU,LA,6,REG,texans,rams,https://www.nfl.com/plus/games/rams-at-texans-2013-reg-6/
1700,2015_07_MIN_DET,2015,DET,MIN,7,REG,lions,vikings,https://www.nfl.com/plus/games/vikings-at-lions-2015-reg-7/
2190,2017_04_JAX_NYJ,2017,NYJ,JAX,4,REG,jets,jaguars,https://www.nfl.com/plus/games/jaguars-at-jets-2017-reg-4/
717,2011_13_DET_NO,2011,NO,DET,13,REG,saints,lions,https://www.nfl.com/plus/games/lions-at-saints-2011-reg-13/
138,2009_10_JAX_NYJ,2009,NYJ,JAX,10,REG,jets,jaguars,https://www.nfl.com/plus/games/jaguars-at-jets-2009-reg-10/
3571,2022_07_CLE_BAL,2022,BAL,CLE,7,REG,ravens,browns,https://www.nfl.com/plus/games/browns-at-ravens-2022-reg-7/
402,2010_10_DET_BUF,2010,BUF,DET,10,REG,bills,lions,https://www.nfl.com/plus/games/lions-at-bills-2010-reg-10/
803,2012_01_BUF_NYJ,2012,NYJ,BUF,1,REG,jets,bills,https://www.nfl.com/plus/games/bills-at-jets-2012-reg-1/
3555,2022_06_ARI_SEA,2022,SEA,ARI,6,REG,seahawks,cardinals,https://www.nfl.com/plus/games/cardinals-at-seahawks-2022-reg-6/
1364,2014_02_PHI_IND,2014,IND,PHI,2,REG,colts,eagles,https://www.nfl.com/plus/games/eagles-at-colts-2014-reg-2/
1583,2014_17_DET_GB,2014,GB,DET,17,REG,packers,lions,https://www.nfl.com/plus/games/lions-at-packers-2014-reg-17/
1591,2014_17_STL_SEA,2014,SEA,LA,17,REG,seahawks,rams,https://www.nfl.com/plus/games/rams-at-seahawks-2014-reg-17/
2532,2018_09_LA_NO,2018,NO,LA,9,REG,saints,rams,https://www.nfl.com/plus/games/rams-at-saints-2018-reg-9/
1796,2015_14_BUF_PHI,2015,PHI,BUF,14,REG,eagles,bills,https://www.nfl.com/plus/games/bills-at-eagles-2015-reg-14/
61,2009_04_TB_WAS,2009,WAS,TB,4,REG,redskins,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-redskins-2009-reg-4/
2205,2017_05_JAX_PIT,2017,PIT,JAX,5,REG,steelers,jaguars,https://www.nfl.com/plus/games/jaguars-at-steelers-2017-reg-5/
3035,2020_07_GB_HOU,2020,HOU,GB,7,REG,texans,packers,https://www.nfl.com/plus/games/packers-at-texans-2020-reg-7/
3278,2021_05_NYJ_ATL,2021,ATL,NYJ,5,REG,falcons,jets,https://www.nfl.com/plus/games/jets-at-falcons-2021-reg-5/
2424,2018_02_DET_SF,2018,SF,DET,2,REG,49ers,lions,https://www.nfl.com/plus/games/lions-at-49ers-2018-reg-2/
1592,2014_18_ARI_CAR,2014,CAR,ARI,1,POST,panthers,cardinals,https://www.nfl.com/plus/games/cardinals-at-panthers-2014-post-1/
1907,2016_03_DEN_CIN,2016,CIN,DEN,3,REG,bengals,broncos,https://www.nfl.com/plus/games/broncos-at-bengals-2016-reg-3/
146,2009_11_ATL_NYG,2009,NYG,ATL,11,REG,giants,falcons,https://www.nfl.com/plus/games/falcons-at-giants-2009-reg-11/
2847,2019_13_BUF_DAL,2019,DAL,BUF,13,REG,cowboys,bills,https://www.nfl.com/plus/games/bills-at-cowboys-2019-reg-13/
1316,2013_17_HOU_TEN,2013,TEN,HOU,17,REG,titans,texans,https://www.nfl.com/plus/games/texans-at-titans-2013-reg-17/
3561,2022_06_DEN_LAC,2022,LAC,DEN,6,REG,chargers,broncos,https://www.nfl.com/plus/games/broncos-at-chargers-2022-reg-6/
3940,2023_13_ATL_NYJ,2023,NYJ,ATL,13,REG,jets,falcons,https://www.nfl.com/plus/games/falcons-at-jets-2023-reg-13/
3538,2022_04_WAS_DAL,2022,DAL,WAS,4,REG,cowboys,commanders,https://www.nfl.com/plus/games/commanders-at-cowboys-2022-reg-4/
2103,2016_16_NYG_PHI,2016,PHI,NYG,16,REG,eagles,giants,https://www.nfl.com/plus/games/giants-at-eagles-2016-reg-16/
2039,2016_12_NE_NYJ,2016,NYJ,NE,12,REG,jets,patriots,https://www.nfl.com/plus/games/patriots-at-jets-2016-reg-12/
2048,2016_13_CAR_SEA,2016,SEA,CAR,13,REG,seahawks,panthers,https://www.nfl.com/plus/games/panthers-at-seahawks-2016-reg-13/
3233,2021_02_NE_NYJ,2021,NYJ,NE,2,REG,jets,patriots,https://www.nfl.com/plus/games/patriots-at-jets-2021-reg-2/
181,2009_13_HOU_JAX,2009,JAX,HOU,13,REG,jaguars,texans,https://www.nfl.com/plus/games/texans-at-jaguars-2009-reg-13/
1368,2014_03_BAL_CLE,2014,CLE,BAL,3,REG,browns,ravens,https://www.nfl.com/plus/games/ravens-at-browns-2014-reg-3/
3313,2021_08_MIA_BUF,2021,BUF,MIA,8,REG,bills,dolphins,https://www.nfl.com/plus/games/dolphins-at-bills-2021-reg-8/
659,2011_09_NYG_NE,2011,NE,NYG,9,REG,patriots,giants,https://www.nfl.com/plus/games/giants-at-patriots-2011-reg-9/
2999,2020_04_PHI_SF,2020,SF,PHI,4,REG,49ers,eagles,https://www.nfl.com/plus/games/eagles-at-49ers-2020-reg-4/
210,2009_15_ATL_NYJ,2009,NYJ,ATL,15,REG,jets,falcons,https://www.nfl.com/plus/games/falcons-at-jets-2009-reg-15/
2036,2016_12_KC_DEN,2016,DEN,KC,12,REG,broncos,chiefs,https://www.nfl.com/plus/games/chiefs-at-broncos-2016-reg-12/
229,2009_16_DEN_PHI,2009,PHI,DEN,16,REG,eagles,broncos,https://www.nfl.com/plus/games/broncos-at-eagles-2009-reg-16/
3938,2023_12_WAS_DAL,2023,DAL,WAS,12,REG,cowboys,commanders,https://www.nfl.com/plus/games/commanders-at-cowboys-2023-reg-12/
769,2011_16_OAK_KC,2011,KC,LV,16,REG,chiefs,raiders,https://www.nfl.com/plus/games/raiders-at-chiefs-2011-reg-16/
498,2010_16_MIN_PHI,2010,PHI,MIN,16,REG,eagles,vikings,https://www.nfl.com/plus/games/vikings-at-eagles-2010-reg-16/
539,2011_01_DAL_NYJ,2011,NYJ,DAL,1,REG,jets,cowboys,https://www.nfl.com/plus/games/cowboys-at-jets-2011-reg-1/
232,2009_16_JAX_NE,2009,NE,JAX,16,REG,patriots,jaguars,https://www.nfl.com/plus/games/jaguars-at-patriots-2009-reg-16/
4028,2023_18_PIT_BAL,2023,BAL,PIT,18,REG,ravens,steelers,https://www.nfl.com/plus/games/steelers-at-ravens-2023-reg-18/
1883,2016_01_PIT_WAS,2016,WAS,PIT,1,REG,redskins,steelers,https://www.nfl.com/plus/games/steelers-at-redskins-2016-reg-1/
892,2012_06_STL_MIA,2012,MIA,LA,6,REG,dolphins,rams,https://www.nfl.com/plus/games/rams-at-dolphins-2012-reg-6/
3496,2022_02_HOU_DEN,2022,DEN,HOU,2,REG,broncos,texans,https://www.nfl.com/plus/games/texans-at-broncos-2022-reg-2/
243,2009_17_CHI_DET,2009,DET,CHI,17,REG,lions,bears,https://www.nfl.com/plus/games/bears-at-lions-2009-reg-17/
2952,2020_01_TB_NO,2020,NO,TB,1,REG,saints,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-saints-2020-reg-1/
2599,2018_14_CIN_LAC,2018,LAC,CIN,14,REG,chargers,bengals,https://www.nfl.com/plus/games/bengals-at-chargers-2018-reg-14/
2001,2016_09_PIT_BAL,2016,BAL,PIT,9,REG,ravens,steelers,https://www.nfl.com/plus/games/steelers-at-ravens-2016-reg-9/
3766,2023_01_HOU_BAL,2023,BAL,HOU,1,REG,ravens,texans,https://www.nfl.com/plus/games/texans-at-ravens-2023-reg-1/
1030,2012_16_CLE_DEN,2012,DEN,CLE,16,REG,broncos,browns,https://www.nfl.com/plus/games/browns-at-broncos-2012-reg-16/
3107,2020_12_LV_ATL,2020,ATL,LV,12,REG,falcons,raiders,https://www.nfl.com/plus/games/raiders-at-falcons-2020-reg-12/
3260,2021_04_KC_PHI,2021,PHI,KC,4,REG,eagles,chiefs,https://www.nfl.com/plus/games/chiefs-at-eagles-2021-reg-4/
2919,2019_17_NO_CAR,2019,CAR,NO,17,REG,panthers,saints,https://www.nfl.com/plus/games/saints-at-panthers-2019-reg-17/
534,2010_21_PIT_GB,2010,GB,PIT,4,POST,packers,steelers,https://www.nfl.com/plus/games/steelers-at-packers-2010-post-4/
407,2010_10_NYJ_CLE,2010,CLE,NYJ,10,REG,browns,jets,https://www.nfl.com/plus/games/jets-at-browns-2010-reg-10/
4011,2023_17_NYJ_CLE,2023,CLE,NYJ,17,REG,browns,jets,https://www.nfl.com/plus/games/jets-at-browns-2023-reg-17/
1712,2015_08_IND_CAR,2015,CAR,IND,8,REG,panthers,colts,https://www.nfl.com/plus/games/colts-at-panthers-2015-reg-8/
2612,2018_15_ARI_ATL,2018,ATL,ARI,15,REG,falcons,cardinals,https://www.nfl.com/plus/games/cardinals-at-falcons-2018-reg-15/
940,2012_10_IND_JAX,2012,JAX,IND,10,REG,jaguars,colts,https://www.nfl.com/plus/games/colts-at-jaguars-2012-reg-10/
973,2012_12_SEA_MIA,2012,MIA,SEA,12,REG,dolphins,seahawks,https://www.nfl.com/plus/games/seahawks-at-dolphins-2012-reg-12/
3041,2020_07_SF_NE,2020,NE,SF,7,REG,patriots,49ers,https://www.nfl.com/plus/games/49ers-at-patriots-2020-reg-7/
3046,2020_08_LAC_DEN,2020,DEN,LAC,8,REG,broncos,chargers,https://www.nfl.com/plus/games/chargers-at-broncos-2020-reg-8/
3683,2022_15_ARI_DEN,2022,DEN,ARI,15,REG,broncos,cardinals,https://www.nfl.com/plus/games/cardinals-at-broncos-2022-reg-15/
688,2011_11_NYJ_DEN,2011,DEN,NYJ,11,REG,broncos,jets,https://www.nfl.com/plus/games/jets-at-broncos-2011-reg-11/
2116,2016_17_DAL_PHI,2016,PHI,DAL,17,REG,eagles,cowboys,https://www.nfl.com/plus/games/cowboys-at-eagles-2016-reg-17/
2086,2016_15_NE_DEN,2016,DEN,NE,15,REG,broncos,patriots,https://www.nfl.com/plus/games/patriots-at-broncos-2016-reg-15/
1334,2013_20_SF_SEA,2013,SEA,SF,3,POST,seahawks,49ers,https://www.nfl.com/plus/games/49ers-at-seahawks-2013-post-3/
2841,2019_12_MIA_CLE,2019,CLE,MIA,12,REG,browns,dolphins,https://www.nfl.com/plus/games/dolphins-at-browns-2019-reg-12/
2591,2018_13_MIN_NE,2018,NE,MIN,13,REG,patriots,vikings,https://www.nfl.com/plus/games/vikings-at-patriots-2018-reg-13/
3889,2023_09_MIN_ATL,2023,ATL,MIN,9,REG,falcons,vikings,https://www.nfl.com/plus/games/vikings-at-falcons-2023-reg-9/
2555,2018_11_DEN_LAC,2018,LAC,DEN,11,REG,chargers,broncos,https://www.nfl.com/plus/games/broncos-at-chargers-2018-reg-11/
1025,2012_15_WAS_CLE,2012,CLE,WAS,15,REG,browns,redskins,https://www.nfl.com/plus/games/redskins-at-browns-2012-reg-15/
2003,2016_10_ATL_PHI,2016,PHI,ATL,10,REG,eagles,falcons,https://www.nfl.com/plus/games/falcons-at-eagles-2016-reg-10/
1718,2015_08_SEA_DAL,2015,DAL,SEA,8,REG,cowboys,seahawks,https://www.nfl.com/plus/games/seahawks-at-cowboys-2015-reg-8/
24,2009_02_MIN_DET,2009,DET,MIN,2,REG,lions,vikings,https://www.nfl.com/plus/games/vikings-at-lions-2009-reg-2/
2443,2018_03_LAC_LA,2018,LA,LAC,3,REG,rams,chargers,https://www.nfl.com/plus/games/chargers-at-rams-2018-reg-3/
3762,2023_01_CIN_CLE,2023,CLE,CIN,1,REG,browns,bengals,https://www.nfl.com/plus/games/bengals-at-browns-2023-reg-1/
2029,2016_11_TB_KC,2016,KC,TB,11,REG,chiefs,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-chiefs-2016-reg-11/
1029,2012_16_CIN_PIT,2012,PIT,CIN,16,REG,steelers,bengals,https://www.nfl.com/plus/games/bengals-at-steelers-2012-reg-16/
1371,2014_03_DEN_SEA,2014,SEA,DEN,3,REG,seahawks,broncos,https://www.nfl.com/plus/games/broncos-at-seahawks-2014-reg-3/
