Unnamed: 0,game_id,season,home_team,away_team,week,season_type,team.x,team.y,url
3323,2021_09_BUF_JAX,2021,JAX,BUF,9,REG,jaguars,bills,https://www.nfl.com/plus/games/bills-at-jaguars-2021-reg-9/
2332,2017_14_DET_TB,2017,TB,DET,14,REG,buccaneers,lions,https://www.nfl.com/plus/games/lions-at-buccaneers-2017-reg-14/
313,2010_03_SF_KC,2010,KC,SF,3,REG,chiefs,49ers,https://www.nfl.com/plus/games/49ers-at-chiefs-2010-reg-3/
106,2009_08_CLE_CHI,2009,CHI,CLE,8,REG,bears,browns,https://www.nfl.com/plus/games/browns-at-bears-2009-reg-8/
15,2009_01_TEN_PIT,2009,PIT,TEN,1,REG,steelers,titans,https://www.nfl.com/plus/games/titans-at-steelers-2009-reg-1/
3086,2020_11_ATL_NO,2020,NO,ATL,11,REG,saints,falcons,https://www.nfl.com/plus/games/falcons-at-saints-2020-reg-11/
48,2009_03_WAS_DET,2009,DET,WAS,3,REG,lions,redskins,https://www.nfl.com/plus/games/redskins-at-lions-2009-reg-3/
3990,2023_16_GB_CAR,2023,CAR,GB,16,REG,panthers,packers,https://www.nfl.com/plus/games/packers-at-panthers-2023-reg-16/
193,2009_14_ARI_SF,2009,SF,ARI,14,REG,49ers,cardinals,https://www.nfl.com/plus/games/cardinals-at-49ers-2009-reg-14/
582,2011_03_WAS_DAL,2011,DAL,WAS,3,REG,cowboys,redskins,https://www.nfl.com/plus/games/redskins-at-cowboys-2011-reg-3/
4002,2023_17_CIN_KC,2023,KC,CIN,17,REG,chiefs,bengals,https://www.nfl.com/plus/games/bengals-at-chiefs-2023-reg-17/
3597,2022_08_WAS_IND,2022,IND,WAS,8,REG,colts,commanders,https://www.nfl.com/plus/games/commanders-at-colts-2022-reg-8/
516,2010_17_MIN_DET,2010,DET,MIN,17,REG,lions,vikings,https://www.nfl.com/plus/games/vikings-at-lions-2010-reg-17/
467,2010_14_KC_SD,2010,LAC,KC,14,REG,chargers,chiefs,https://www.nfl.com/plus/games/chiefs-at-chargers-2010-reg-14/
3417,2021_16_BAL_CIN,2021,CIN,BAL,16,REG,bengals,ravens,https://www.nfl.com/plus/games/ravens-at-bengals-2021-reg-16/
2128,2016_18_NYG_GB,2016,GB,NYG,1,POST,packers,giants,https://www.nfl.com/plus/games/giants-at-packers-2016-post-1/
3038,2020_07_NYG_PHI,2020,PHI,NYG,7,REG,eagles,giants,https://www.nfl.com/plus/games/giants-at-eagles-2020-reg-7/
1766,2015_12_CAR_DAL,2015,DAL,CAR,12,REG,cowboys,panthers,https://www.nfl.com/plus/games/panthers-at-cowboys-2015-reg-12/
2942,2020_01_GB_MIN,2020,MIN,GB,1,REG,vikings,packers,https://www.nfl.com/plus/games/packers-at-vikings-2020-reg-1/
3997,2023_16_SEA_TEN,2023,TEN,SEA,16,REG,titans,seahawks,https://www.nfl.com/plus/games/seahawks-at-titans-2023-reg-16/
1840,2015_16_SF_DET,2015,DET,SF,16,REG,lions,49ers,https://www.nfl.com/plus/games/49ers-at-lions-2015-reg-16/
3731,2022_18_BAL_CIN,2022,CIN,BAL,18,REG,bengals,ravens,https://www.nfl.com/plus/games/ravens-at-bengals-2022-reg-18/
852,2012_04_CIN_JAX,2012,JAX,CIN,4,REG,jaguars,bengals,https://www.nfl.com/plus/games/bengals-at-jaguars-2012-reg-4/
2361,2017_16_ATL_NO,2017,NO,ATL,16,REG,saints,falcons,https://www.nfl.com/plus/games/falcons-at-saints-2017-reg-16/
3873,2023_08_LA_DAL,2023,DAL,LA,8,REG,cowboys,rams,https://www.nfl.com/plus/games/rams-at-cowboys-2023-reg-8/
2282,2017_10_SEA_ARI,2017,ARI,SEA,10,REG,cardinals,seahawks,https://www.nfl.com/plus/games/seahawks-at-cardinals-2017-reg-10/
3065,2020_09_MIA_ARI,2020,ARI,MIA,9,REG,cardinals,dolphins,https://www.nfl.com/plus/games/dolphins-at-cardinals-2020-reg-9/
1602,2014_21_NE_SEA,2014,SEA,NE,4,POST,seahawks,patriots,https://www.nfl.com/plus/games/patriots-at-seahawks-2014-post-4/
1604,2015_01_CAR_JAX,2015,JAX,CAR,1,REG,jaguars,panthers,https://www.nfl.com/plus/games/panthers-at-jaguars-2015-reg-1/
3691,2022_15_LA_GB,2022,GB,LA,15,REG,packers,rams,https://www.nfl.com/plus/games/rams-at-packers-2022-reg-15/
1801,2015_14_NE_HOU,2015,HOU,NE,14,REG,texans,patriots,https://www.nfl.com/plus/games/patriots-at-texans-2015-reg-14/
2067,2016_14_DAL_NYG,2016,NYG,DAL,14,REG,giants,cowboys,https://www.nfl.com/plus/games/cowboys-at-giants-2016-reg-14/
3028,2020_06_WAS_NYG,2020,NYG,WAS,6,REG,giants,football-team,https://www.nfl.com/plus/games/football-team-at-giants-2020-reg-6/
2207,2017_05_LAC_NYG,2017,NYG,LAC,5,REG,giants,chargers,https://www.nfl.com/plus/games/chargers-at-giants-2017-reg-5/
3902,2023_10_IND_NE,2023,NE,IND,10,REG,patriots,colts,https://www.nfl.com/plus/games/colts-at-patriots-2023-reg-10/
1925,2016_04_KC_PIT,2016,PIT,KC,4,REG,steelers,chiefs,https://www.nfl.com/plus/games/chiefs-at-steelers-2016-reg-4/
1975,2016_07_TB_SF,2016,SF,TB,7,REG,49ers,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-49ers-2016-reg-7/
3684,2022_15_ATL_NO,2022,NO,ATL,15,REG,saints,falcons,https://www.nfl.com/plus/games/falcons-at-saints-2022-reg-15/
3719,2022_17_DAL_TEN,2022,TEN,DAL,17,REG,titans,cowboys,https://www.nfl.com/plus/games/cowboys-at-titans-2022-reg-17/
3676,2022_14_LV_LA,2022,LA,LV,14,REG,rams,raiders,https://www.nfl.com/plus/games/raiders-at-rams-2022-reg-14/
458,2010_13_STL_ARI,2010,ARI,LA,13,REG,cardinals,rams,https://www.nfl.com/plus/games/rams-at-cardinals-2010-reg-13/
1741,2015_10_DET_GB,2015,GB,DET,10,REG,packers,lions,https://www.nfl.com/plus/games/lions-at-packers-2015-reg-10/
1307,2013_16_TB_STL,2013,LA,TB,16,REG,rams,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-rams-2013-reg-16/
1261,2013_14_ATL_GB,2013,GB,ATL,14,REG,packers,falcons,https://www.nfl.com/plus/games/falcons-at-packers-2013-reg-14/
3418,2021_16_BUF_NE,2021,NE,BUF,16,REG,patriots,bills,https://www.nfl.com/plus/games/bills-at-patriots-2021-reg-16/
731,2011_14_HOU_CIN,2011,CIN,HOU,14,REG,bengals,texans,https://www.nfl.com/plus/games/texans-at-bengals-2011-reg-14/
3771,2023_01_PHI_NE,2023,NE,PHI,1,REG,patriots,eagles,https://www.nfl.com/plus/games/eagles-at-patriots-2023-reg-1/
1942,2016_05_PHI_DET,2016,DET,PHI,5,REG,lions,eagles,https://www.nfl.com/plus/games/eagles-at-lions-2016-reg-5/
1635,2015_03_ATL_DAL,2015,DAL,ATL,3,REG,cowboys,falcons,https://www.nfl.com/plus/games/falcons-at-cowboys-2015-reg-3/
3427,2021_16_MIA_NO,2021,NO,MIA,16,REG,saints,dolphins,https://www.nfl.com/plus/games/dolphins-at-saints-2021-reg-16/
3926,2023_12_CHI_MIN,2023,MIN,CHI,12,REG,vikings,bears,https://www.nfl.com/plus/games/bears-at-vikings-2023-reg-12/
3602,2022_09_IND_NE,2022,NE,IND,9,REG,patriots,colts,https://www.nfl.com/plus/games/colts-at-patriots-2022-reg-9/
3352,2021_11_DET_CLE,2021,CLE,DET,11,REG,browns,lions,https://www.nfl.com/plus/games/lions-at-browns-2021-reg-11/
494,2010_16_DAL_ARI,2010,ARI,DAL,16,REG,cardinals,cowboys,https://www.nfl.com/plus/games/cowboys-at-cardinals-2010-reg-16/
1146,2013_06_ARI_SF,2013,SF,ARI,6,REG,49ers,cardinals,https://www.nfl.com/plus/games/cardinals-at-49ers-2013-reg-6/
2322,2017_13_NE_BUF,2017,BUF,NE,13,REG,bills,patriots,https://www.nfl.com/plus/games/patriots-at-bills-2017-reg-13/
1874,2016_01_CLE_PHI,2016,PHI,CLE,1,REG,eagles,browns,https://www.nfl.com/plus/games/browns-at-eagles-2016-reg-1/
2194,2017_04_OAK_DEN,2017,DEN,LV,4,REG,broncos,raiders,https://www.nfl.com/plus/games/raiders-at-broncos-2017-reg-4/
3781,2023_02_LAC_TEN,2023,TEN,LAC,2,REG,titans,chargers,https://www.nfl.com/plus/games/chargers-at-titans-2023-reg-2/
3191,2020_17_SEA_SF,2020,SF,SEA,17,REG,49ers,seahawks,https://www.nfl.com/plus/games/seahawks-at-49ers-2020-reg-17/
1136,2013_05_DET_GB,2013,GB,DET,5,REG,packers,lions,https://www.nfl.com/plus/games/lions-at-packers-2013-reg-5/
183,2009_13_NE_MIA,2009,MIA,NE,13,REG,dolphins,patriots,https://www.nfl.com/plus/games/patriots-at-dolphins-2009-reg-13/
2975,2020_03_GB_NO,2020,NO,GB,3,REG,saints,packers,https://www.nfl.com/plus/games/packers-at-saints-2020-reg-3/
608,2011_05_SD_DEN,2011,DEN,LAC,5,REG,broncos,chargers,https://www.nfl.com/plus/games/chargers-at-broncos-2011-reg-5/
1812,2015_15_ATL_JAX,2015,JAX,ATL,15,REG,jaguars,falcons,https://www.nfl.com/plus/games/falcons-at-jaguars-2015-reg-15/
3595,2022_08_SF_LA,2022,LA,SF,8,REG,rams,49ers,https://www.nfl.com/plus/games/49ers-at-rams-2022-reg-8/
782,2011_17_KC_DEN,2011,DEN,KC,17,REG,broncos,chiefs,https://www.nfl.com/plus/games/chiefs-at-broncos-2011-reg-17/
3579,2022_07_NYJ_DEN,2022,DEN,NYJ,7,REG,broncos,jets,https://www.nfl.com/plus/games/jets-at-broncos-2022-reg-7/
2042,2016_12_SD_HOU,2016,HOU,LAC,12,REG,texans,chargers,https://www.nfl.com/plus/games/chargers-at-texans-2016-reg-12/
2052,2016_13_HOU_GB,2016,GB,HOU,13,REG,packers,texans,https://www.nfl.com/plus/games/texans-at-packers-2016-reg-13/
328,2010_04_SF_ATL,2010,ATL,SF,4,REG,falcons,49ers,https://www.nfl.com/plus/games/49ers-at-falcons-2010-reg-4/
3162,2020_16_ATL_KC,2020,KC,ATL,16,REG,chiefs,falcons,https://www.nfl.com/plus/games/falcons-at-chiefs-2020-reg-16/
2017,2016_11_ARI_MIN,2016,MIN,ARI,11,REG,vikings,cardinals,https://www.nfl.com/plus/games/cardinals-at-vikings-2016-reg-11/
1010,2012_15_CAR_SD,2012,LAC,CAR,15,REG,chargers,panthers,https://www.nfl.com/plus/games/panthers-at-chargers-2012-reg-15/
765,2011_16_JAX_TEN,2011,TEN,JAX,16,REG,titans,jaguars,https://www.nfl.com/plus/games/jaguars-at-titans-2011-reg-16/
1810,2015_14_WAS_CHI,2015,CHI,WAS,14,REG,bears,redskins,https://www.nfl.com/plus/games/redskins-at-bears-2015-reg-14/
2144,2017_01_LAC_DEN,2017,DEN,LAC,1,REG,broncos,chargers,https://www.nfl.com/plus/games/chargers-at-broncos-2017-reg-1/
1050,2012_17_JAX_TEN,2012,TEN,JAX,17,REG,titans,jaguars,https://www.nfl.com/plus/games/jaguars-at-titans-2012-reg-17/
3634,2022_11_NYJ_NE,2022,NE,NYJ,11,REG,patriots,jets,https://www.nfl.com/plus/games/jets-at-patriots-2022-reg-11/
3669,2022_13_WAS_NYG,2022,NYG,WAS,13,REG,giants,commanders,https://www.nfl.com/plus/games/commanders-at-giants-2022-reg-13/
2134,2016_20_GB_ATL,2016,ATL,GB,3,POST,falcons,packers,https://www.nfl.com/plus/games/packers-at-falcons-2016-post-3/
8,2009_01_MIA_ATL,2009,ATL,MIA,1,REG,falcons,dolphins,https://www.nfl.com/plus/games/dolphins-at-falcons-2009-reg-1/
786,2011_17_SEA_ARI,2011,ARI,SEA,17,REG,cardinals,seahawks,https://www.nfl.com/plus/games/seahawks-at-cardinals-2011-reg-17/
635,2011_07_SEA_CLE,2011,CLE,SEA,7,REG,browns,seahawks,https://www.nfl.com/plus/games/seahawks-at-browns-2011-reg-7/
671,2011_10_JAX_IND,2011,IND,JAX,10,REG,colts,jaguars,https://www.nfl.com/plus/games/jaguars-at-colts-2011-reg-10/
1363,2014_02_NYJ_GB,2014,GB,NYJ,2,REG,packers,jets,https://www.nfl.com/plus/games/jets-at-packers-2014-reg-2/
1239,2013_12_NYJ_BAL,2013,BAL,NYJ,12,REG,ravens,jets,https://www.nfl.com/plus/games/jets-at-ravens-2013-reg-12/
1111,2013_03_KC_PHI,2013,PHI,KC,3,REG,eagles,chiefs,https://www.nfl.com/plus/games/chiefs-at-eagles-2013-reg-3/
1881,2016_01_NYG_DAL,2016,DAL,NYG,1,REG,cowboys,giants,https://www.nfl.com/plus/games/giants-at-cowboys-2016-reg-1/
1578,2014_17_CAR_ATL,2014,ATL,CAR,17,REG,falcons,panthers,https://www.nfl.com/plus/games/panthers-at-falcons-2014-reg-17/
2123,2016_17_NYG_WAS,2016,WAS,NYG,17,REG,redskins,giants,https://www.nfl.com/plus/games/giants-at-redskins-2016-reg-17/
2814,2019_10_LA_PIT,2019,PIT,LA,10,REG,steelers,rams,https://www.nfl.com/plus/games/rams-at-steelers-2019-reg-10/
1976,2016_07_WAS_DET,2016,DET,WAS,7,REG,lions,redskins,https://www.nfl.com/plus/games/redskins-at-lions-2016-reg-7/
3710,2022_16_NYG_MIN,2022,MIN,NYG,16,REG,vikings,giants,https://www.nfl.com/plus/games/giants-at-vikings-2022-reg-16/
2395,2017_18_CAR_NO,2017,NO,CAR,1,POST,saints,panthers,https://www.nfl.com/plus/games/panthers-at-saints-2017-post-1/
2666,2018_19_LAC_NE,2018,NE,LAC,2,POST,patriots,chargers,https://www.nfl.com/plus/games/chargers-at-patriots-2018-post-2/
1219,2013_11_CLE_CIN,2013,CIN,CLE,11,REG,bengals,browns,https://www.nfl.com/plus/games/browns-at-bengals-2013-reg-11/
1803,2015_14_NYG_MIA,2015,MIA,NYG,14,REG,dolphins,giants,https://www.nfl.com/plus/games/giants-at-dolphins-2015-reg-14/
1191,2013_09_CHI_GB,2013,GB,CHI,9,REG,packers,bears,https://www.nfl.com/plus/games/bears-at-packers-2013-reg-9/
18,2009_02_BAL_SD,2009,LAC,BAL,2,REG,chargers,ravens,https://www.nfl.com/plus/games/ravens-at-chargers-2009-reg-2/
2622,2018_15_OAK_CIN,2018,CIN,LV,15,REG,bengals,raiders,https://www.nfl.com/plus/games/raiders-at-bengals-2018-reg-15/
1315,2013_17_GB_CHI,2013,CHI,GB,17,REG,bears,packers,https://www.nfl.com/plus/games/packers-at-bears-2013-reg-17/
2130,2016_19_GB_DAL,2016,DAL,GB,2,POST,cowboys,packers,https://www.nfl.com/plus/games/packers-at-cowboys-2016-post-2/
525,2010_18_GB_PHI,2010,PHI,GB,1,POST,eagles,packers,https://www.nfl.com/plus/games/packers-at-eagles-2010-post-1/
3251,2021_03_TB_LA,2021,LA,TB,3,REG,rams,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-rams-2021-reg-3/
2642,2018_16_TB_DAL,2018,DAL,TB,16,REG,cowboys,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-cowboys-2018-reg-16/
645,2011_08_MIA_NYG,2011,NYG,MIA,8,REG,giants,dolphins,https://www.nfl.com/plus/games/dolphins-at-giants-2011-reg-8/
3309,2021_08_DAL_MIN,2021,MIN,DAL,8,REG,vikings,cowboys,https://www.nfl.com/plus/games/cowboys-at-vikings-2021-reg-8/
2831,2019_11_NYJ_WAS,2019,WAS,NYJ,11,REG,redskins,jets,https://www.nfl.com/plus/games/jets-at-redskins-2019-reg-11/
761,2011_16_CHI_GB,2011,GB,CHI,16,REG,packers,bears,https://www.nfl.com/plus/games/bears-at-packers-2011-reg-16/
1381,2014_03_TB_ATL,2014,ATL,TB,3,REG,falcons,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-falcons-2014-reg-3/
1972,2016_07_OAK_JAX,2016,JAX,LV,7,REG,jaguars,raiders,https://www.nfl.com/plus/games/raiders-at-jaguars-2016-reg-7/
1757,2015_11_OAK_DET,2015,DET,LV,11,REG,lions,raiders,https://www.nfl.com/plus/games/raiders-at-lions-2015-reg-11/
989,2012_13_PHI_DAL,2012,DAL,PHI,13,REG,cowboys,eagles,https://www.nfl.com/plus/games/eagles-at-cowboys-2012-reg-13/
1391,2014_04_NE_KC,2014,KC,NE,4,REG,chiefs,patriots,https://www.nfl.com/plus/games/patriots-at-chiefs-2014-reg-4/
354,2010_06_OAK_SF,2010,SF,LV,6,REG,49ers,raiders,https://www.nfl.com/plus/games/raiders-at-49ers-2010-reg-6/
3689,2022_15_IND_MIN,2022,MIN,IND,15,REG,vikings,colts,https://www.nfl.com/plus/games/colts-at-vikings-2022-reg-15/
2729,2019_04_PHI_GB,2019,GB,PHI,4,REG,packers,eagles,https://www.nfl.com/plus/games/eagles-at-packers-2019-reg-4/
3637,2022_11_TEN_GB,2022,GB,TEN,11,REG,packers,titans,https://www.nfl.com/plus/games/titans-at-packers-2022-reg-11/
1092,2013_02_MIN_CHI,2013,CHI,MIN,2,REG,bears,vikings,https://www.nfl.com/plus/games/vikings-at-bears-2013-reg-2/
3163,2020_16_BUF_NE,2020,NE,BUF,16,REG,patriots,bills,https://www.nfl.com/plus/games/bills-at-patriots-2020-reg-16/
1799,2015_14_IND_JAX,2015,JAX,IND,14,REG,jaguars,colts,https://www.nfl.com/plus/games/colts-at-jaguars-2015-reg-14/
1474,2014_10_DAL_JAX,2014,JAX,DAL,10,REG,jaguars,cowboys,https://www.nfl.com/plus/games/cowboys-at-jaguars-2014-reg-10/
274,2010_01_DAL_WAS,2010,WAS,DAL,1,REG,redskins,cowboys,https://www.nfl.com/plus/games/cowboys-at-redskins-2010-reg-1/
245,2009_17_GB_ARI,2009,ARI,GB,17,REG,cardinals,packers,https://www.nfl.com/plus/games/packers-at-cardinals-2009-reg-17/
2079,2016_15_CLE_BUF,2016,BUF,CLE,15,REG,bills,browns,https://www.nfl.com/plus/games/browns-at-bills-2016-reg-15/
3197,2020_18_IND_BUF,2020,BUF,IND,1,POST,bills,colts,https://www.nfl.com/plus/games/colts-at-bills-2020-post-1/
2442,2018_03_IND_PHI,2018,PHI,IND,3,REG,eagles,colts,https://www.nfl.com/plus/games/colts-at-eagles-2018-reg-3/
1304,2013_16_NYG_DET,2013,DET,NYG,16,REG,lions,giants,https://www.nfl.com/plus/games/giants-at-lions-2013-reg-16/
3414,2021_15_NYJ_MIA,2021,MIA,NYJ,15,REG,dolphins,jets,https://www.nfl.com/plus/games/jets-at-dolphins-2021-reg-15/
4019,2023_18_DAL_WAS,2023,WAS,DAL,18,REG,commanders,cowboys,https://www.nfl.com/plus/games/cowboys-at-commanders-2023-reg-18/
3996,2023_16_NYG_PHI,2023,PHI,NYG,16,REG,eagles,giants,https://www.nfl.com/plus/games/giants-at-eagles-2023-reg-16/
3034,2020_07_DET_ATL,2020,ATL,DET,7,REG,falcons,lions,https://www.nfl.com/plus/games/lions-at-falcons-2020-reg-7/
1557,2014_15_SF_SEA,2014,SEA,SF,15,REG,seahawks,49ers,https://www.nfl.com/plus/games/49ers-at-seahawks-2014-reg-15/
1272,2013_14_NYG_SD,2013,LAC,NYG,14,REG,chargers,giants,https://www.nfl.com/plus/games/giants-at-chargers-2013-reg-14/
381,2010_08_SEA_OAK,2010,LV,SEA,8,REG,raiders,seahawks,https://www.nfl.com/plus/games/seahawks-at-raiders-2010-reg-8/
3366,2021_12_CLE_BAL,2021,BAL,CLE,12,REG,ravens,browns,https://www.nfl.com/plus/games/browns-at-ravens-2021-reg-12/
2429,2018_02_MIA_NYJ,2018,NYJ,MIA,2,REG,jets,dolphins,https://www.nfl.com/plus/games/dolphins-at-jets-2018-reg-2/
700,2011_12_DEN_SD,2011,LAC,DEN,12,REG,chargers,broncos,https://www.nfl.com/plus/games/broncos-at-chargers-2011-reg-12/
84,2009_06_DET_GB,2009,GB,DET,6,REG,packers,lions,https://www.nfl.com/plus/games/lions-at-packers-2009-reg-6/
3331,2021_09_MIN_BAL,2021,BAL,MIN,9,REG,ravens,vikings,https://www.nfl.com/plus/games/vikings-at-ravens-2021-reg-9/
78,2009_06_BAL_MIN,2009,MIN,BAL,6,REG,vikings,ravens,https://www.nfl.com/plus/games/ravens-at-vikings-2009-reg-6/
1605,2015_01_CIN_OAK,2015,LV,CIN,1,REG,raiders,bengals,https://www.nfl.com/plus/games/bengals-at-raiders-2015-reg-1/
3502,2022_02_NYJ_CLE,2022,CLE,NYJ,2,REG,browns,jets,https://www.nfl.com/plus/games/jets-at-browns-2022-reg-2/
1780,2015_13_ATL_TB,2015,TB,ATL,13,REG,buccaneers,falcons,https://www.nfl.com/plus/games/falcons-at-buccaneers-2015-reg-13/
4043,2023_22_SF_KC,2023,KC,SF,4,POST,chiefs,49ers,https://www.nfl.com/plus/games/49ers-at-chiefs-2023-post-4/
2102,2016_16_MIN_GB,2016,GB,MIN,16,REG,packers,vikings,https://www.nfl.com/plus/games/vikings-at-packers-2016-reg-16/
943,2012_10_NYJ_SEA,2012,SEA,NYJ,10,REG,seahawks,jets,https://www.nfl.com/plus/games/jets-at-seahawks-2012-reg-10/
1081,2013_01_PHI_WAS,2013,WAS,PHI,1,REG,redskins,eagles,https://www.nfl.com/plus/games/eagles-at-redskins-2013-reg-1/
389,2010_09_KC_OAK,2010,LV,KC,9,REG,raiders,chiefs,https://www.nfl.com/plus/games/chiefs-at-raiders-2010-reg-9/
3508,2022_03_BAL_NE,2022,NE,BAL,3,REG,patriots,ravens,https://www.nfl.com/plus/games/ravens-at-patriots-2022-reg-3/
1184,2013_08_NYJ_CIN,2013,CIN,NYJ,8,REG,bengals,jets,https://www.nfl.com/plus/games/jets-at-bengals-2013-reg-8/
2880,2019_15_BUF_PIT,2019,PIT,BUF,15,REG,steelers,bills,https://www.nfl.com/plus/games/bills-at-steelers-2019-reg-15/
1860,2015_18_KC_HOU,2015,HOU,KC,1,POST,texans,chiefs,https://www.nfl.com/plus/games/chiefs-at-texans-2015-post-1/
3857,2023_07_GB_DEN,2023,DEN,GB,7,REG,broncos,packers,https://www.nfl.com/plus/games/packers-at-broncos-2023-reg-7/
3222,2021_02_ATL_TB,2021,TB,ATL,2,REG,buccaneers,falcons,https://www.nfl.com/plus/games/falcons-at-buccaneers-2021-reg-2/
3900,2023_10_GB_PIT,2023,PIT,GB,10,REG,steelers,packers,https://www.nfl.com/plus/games/packers-at-steelers-2023-reg-10/
475,2010_14_TB_WAS,2010,WAS,TB,14,REG,redskins,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-redskins-2010-reg-14/
2894,2019_15_TB_DET,2019,DET,TB,15,REG,lions,buccaneers,https://www.nfl.com/plus/games/buccaneers-at-lions-2019-reg-15/
617,2011_06_IND_CIN,2011,CIN,IND,6,REG,bengals,colts,https://www.nfl.com/plus/games/colts-at-bengals-2011-reg-6/
1710,2015_08_DET_KC,2015,KC,DET,8,REG,chiefs,lions,https://www.nfl.com/plus/games/lions-at-chiefs-2015-reg-8/
2247,2017_08_DEN_KC,2017,KC,DEN,8,REG,chiefs,broncos,https://www.nfl.com/plus/games/broncos-at-chiefs-2017-reg-8/
2244,2017_08_CAR_TB,2017,TB,CAR,8,REG,buccaneers,panthers,https://www.nfl.com/plus/games/panthers-at-buccaneers-2017-reg-8/
1713,2015_08_MIA_NE,2015,NE,MIA,8,REG,patriots,dolphins,https://www.nfl.com/plus/games/dolphins-at-patriots-2015-reg-8/
2418,2018_01_TEN_MIA,2018,MIA,TEN,1,REG,dolphins,titans,https://www.nfl.com/plus/games/titans-at-dolphins-2018-reg-1/
216,2009_15_HOU_STL,2009,LA,HOU,15,REG,rams,texans,https://www.nfl.com/plus/games/texans-at-rams-2009-reg-15/
1820,2015_15_GB_OAK,2015,LV,GB,15,REG,raiders,packers,https://www.nfl.com/plus/games/packers-at-raiders-2015-reg-15/
421,2010_11_HOU_NYJ,2010,NYJ,HOU,11,REG,jets,texans,https://www.nfl.com/plus/games/texans-at-jets-2010-reg-11/
2570,2018_12_JAX_BUF,2018,BUF,JAX,12,REG,bills,jaguars,https://www.nfl.com/plus/games/jaguars-at-bills-2018-reg-12/
546,2011_01_OAK_DEN,2011,DEN,LV,1,REG,broncos,raiders,https://www.nfl.com/plus/games/raiders-at-broncos-2011-reg-1/
2971,2020_03_CHI_ATL,2020,ATL,CHI,3,REG,falcons,bears,https://www.nfl.com/plus/games/bears-at-falcons-2020-reg-3/
3379,2021_13_DEN_KC,2021,KC,DEN,13,REG,chiefs,broncos,https://www.nfl.com/plus/games/broncos-at-chiefs-2021-reg-13/
111,2009_08_MIN_GB,2009,GB,MIN,8,REG,packers,vikings,https://www.nfl.com/plus/games/vikings-at-packers-2009-reg-8/
532,2010_20_GB_CHI,2010,CHI,GB,3,POST,bears,packers,https://www.nfl.com/plus/games/packers-at-bears-2010-post-3/
159,2009_11_TEN_HOU,2009,HOU,TEN,11,REG,texans,titans,https://www.nfl.com/plus/games/titans-at-texans-2009-reg-11/
1132,2013_05_BAL_MIA,2013,MIA,BAL,5,REG,dolphins,ravens,https://www.nfl.com/plus/games/ravens-at-dolphins-2013-reg-5/
2595,2018_13_WAS_PHI,2018,PHI,WAS,13,REG,eagles,redskins,https://www.nfl.com/plus/games/redskins-at-eagles-2018-reg-13/
3932,2023_12_MIA_NYJ,2023,NYJ,MIA,12,REG,jets,dolphins,https://www.nfl.com/plus/games/dolphins-at-jets-2023-reg-12/
1526,2014_13_TEN_HOU,2014,HOU,TEN,13,REG,texans,titans,https://www.nfl.com/plus/games/titans-at-texans-2014-reg-13/
1520,2014_13_NO_PIT,2014,PIT,NO,13,REG,steelers,saints,https://www.nfl.com/plus/games/saints-at-steelers-2014-reg-13/
2348,2017_15_CHI_DET,2017,DET,CHI,15,REG,lions,bears,https://www.nfl.com/plus/games/bears-at-lions-2017-reg-15/
2305,2017_12_LAC_DAL,2017,DAL,LAC,12,REG,cowboys,chargers,https://www.nfl.com/plus/games/chargers-at-cowboys-2017-reg-12/
2667,2018_19_PHI_NO,2018,NO,PHI,2,POST,saints,eagles,https://www.nfl.com/plus/games/eagles-at-saints-2018-post-2/
1709,2015_08_CIN_PIT,2015,PIT,CIN,8,REG,steelers,bengals,https://www.nfl.com/plus/games/bengals-at-steelers-2015-reg-8/
1338,2014_01_CIN_BAL,2014,BAL,CIN,1,REG,ravens,bengals,https://www.nfl.com/plus/games/bengals-at-ravens-2014-reg-1/
1917,2016_03_WAS_NYG,2016,NYG,WAS,3,REG,giants,redskins,https://www.nfl.com/plus/games/redskins-at-giants-2016-reg-3/
46,2009_03_SF_MIN,2009,MIN,SF,3,REG,vikings,49ers,https://www.nfl.com/plus/games/49ers-at-vikings-2009-reg-3/
616,2011_06_HOU_BAL,2011,BAL,HOU,6,REG,ravens,texans,https://www.nfl.com/plus/games/texans-at-ravens-2011-reg-6/
1420,2014_06_JAX_TEN,2014,TEN,JAX,6,REG,titans,jaguars,https://www.nfl.com/plus/games/jaguars-at-titans-2014-reg-6/
1251,2013_13_JAX_CLE,2013,CLE,JAX,13,REG,browns,jaguars,https://www.nfl.com/plus/games/jaguars-at-browns-2013-reg-13/
2475,2018_05_LA_SEA,2018,SEA,LA,5,REG,seahawks,rams,https://www.nfl.com/plus/games/rams-at-seahawks-2018-reg-5/
3399,2021_14_PIT_MIN,2021,MIN,PIT,14,REG,vikings,steelers,https://www.nfl.com/plus/games/steelers-at-vikings-2021-reg-14/
2910,2019_16_PIT_NYJ,2019,NYJ,PIT,16,REG,jets,steelers,https://www.nfl.com/plus/games/steelers-at-jets-2019-reg-16/
